"lang"
{
	"Language"		"Portuguese"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_8_exort_Note0"				  "As mecânicas de Incinerate foram ligeiramente altearadas por questões de balanceamento. Anos atrás, o cast range de Incinerate, area de efeito e número maximo de ondas escalavam com base em Exort, e cada onda causava um dano fixo de 75."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_8_exort_cast_range"          "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_8_exort_num_waves"           "NÚMERO MÁXIMO DE ONDAS (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_1_exort_half_mana_cost"                     "Incinerate"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_1_exort_half_mana_cost_Description"         "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nEnquanto conjurada ondas explodem na area selecionada a cada %delay_between_waves% segundos. A primeira onda possui um raio de %wave_initial_radius% unidades e causa %damage_per_wave% de dano nas unidades próximas. A cada onda subsequente o raio de alcance aumenta em %wave_radius_increase_per_wave% unidades e o dano aumenta em %damage_per_wave%, logo Incinerate se torna maior e mais letal conforme é conjuarada por mais tempo. Cast range e número maximo de ondas aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_1_exort_half_mana_cost_Note0"				  "As mecânicas de Incinerate foram ligeiramente altearadas por questões de balanceamento. Anos atrás, o cast range de Incinerate, area de efeito e número maximo de ondas escalavam com base em Exort, e cada onda causava um dano fixo de 75."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_1_exort_half_mana_cost_cast_range"          "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_1_exort_half_mana_cost_num_waves"           "NÚMERO MÁXIMO DE ONDAS (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_2_exort_half_mana_cost"                     "Incinerate"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_2_exort_half_mana_cost_Description"         "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nEnquanto conjurada ondas explodem na area selecionada a cada %delay_between_waves% segundos. A primeira onda possui um raio de %wave_initial_radius% unidades e causa %damage_per_wave% de dano nas unidades próximas. A cada onda subsequente o raio de alcance aumenta em %wave_radius_increase_per_wave% unidades e o dano aumenta em %damage_per_wave%, logo Incinerate se torna maior e mais letal conforme é conjuarada por mais tempo. Cast range e número maximo de ondas aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_2_exort_half_mana_cost_Note0"				  "As mecânicas de Incinerate foram ligeiramente altearadas por questões de balanceamento. Anos atrás, o cast range de Incinerate, area de efeito e número maximo de ondas escalavam com base em Exort, e cada onda causava um dano fixo de 75."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_2_exort_half_mana_cost_cast_range"          "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_2_exort_half_mana_cost_num_waves"           "NÚMERO MÁXIMO DE ONDAS (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_3_exort_half_mana_cost"                     "Incinerate"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_3_exort_half_mana_cost_Description"         "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nEnquanto conjurada ondas explodem na area selecionada a cada %delay_between_waves% segundos. A primeira onda possui um raio de %wave_initial_radius% unidades e causa %damage_per_wave% de dano nas unidades próximas. A cada onda subsequente o raio de alcance aumenta em %wave_radius_increase_per_wave% unidades e o dano aumenta em %damage_per_wave%, logo Incinerate se torna maior e mais letal conforme é conjuarada por mais tempo. Cast range e número maximo de ondas aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_3_exort_half_mana_cost_Note0"				  "As mecânicas de Incinerate foram ligeiramente altearadas por questões de balanceamento. Anos atrás, o cast range de Incinerate, area de efeito e número maximo de ondas escalavam com base em Exort, e cada onda causava um dano fixo de 75."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_3_exort_half_mana_cost_cast_range"          "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_3_exort_half_mana_cost_num_waves"           "NÚMERO MÁXIMO DE ONDAS (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_4_exort_half_mana_cost"                     "Incinerate"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_4_exort_half_mana_cost_Description"         "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nEnquanto conjurada ondas explodem na area selecionada a cada %delay_between_waves% segundos. A primeira onda possui um raio de %wave_initial_radius% unidades e causa %damage_per_wave% de dano nas unidades próximas. A cada onda subsequente o raio de alcance aumenta em %wave_radius_increase_per_wave% unidades e o dano aumenta em %damage_per_wave%, logo Incinerate se torna maior e mais letal conforme é conjuarada por mais tempo. Cast range e número maximo de ondas aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_4_exort_half_mana_cost_Note0"				  "As mecânicas de Incinerate foram ligeiramente altearadas por questões de balanceamento. Anos atrás, o cast range de Incinerate, area de efeito e número maximo de ondas escalavam com base em Exort, e cada onda causava um dano fixo de 75."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_4_exort_half_mana_cost_cast_range"          "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_4_exort_half_mana_cost_num_waves"           "NÚMERO MÁXIMO DE ONDAS (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_5_exort_half_mana_cost"                     "Incinerate"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_5_exort_half_mana_cost_Description"         "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nEnquanto conjurada ondas explodem na area selecionada a cada %delay_between_waves% segundos. A primeira onda possui um raio de %wave_initial_radius% unidades e causa %damage_per_wave% de dano nas unidades próximas. A cada onda subsequente o raio de alcance aumenta em %wave_radius_increase_per_wave% unidades e o dano aumenta em %damage_per_wave%, logo Incinerate se torna maior e mais letal conforme é conjuarada por mais tempo. Cast range e número maximo de ondas aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_5_exort_half_mana_cost_Note0"				  "As mecânicas de Incinerate foram ligeiramente altearadas por questões de balanceamento. Anos atrás, o cast range de Incinerate, area de efeito e número maximo de ondas escalavam com base em Exort, e cada onda causava um dano fixo de 75."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_5_exort_half_mana_cost_cast_range"          "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_5_exort_half_mana_cost_num_waves"           "NÚMERO MÁXIMO DE ONDAS (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_6_exort_half_mana_cost"                     "Incinerate"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_6_exort_half_mana_cost_Description"         "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nEnquanto conjurada ondas explodem na area selecionada a cada %delay_between_waves% segundos. A primeira onda possui um raio de %wave_initial_radius% unidades e causa %damage_per_wave% de dano nas unidades próximas. A cada onda subsequente o raio de alcance aumenta em %wave_radius_increase_per_wave% unidades e o dano aumenta em %damage_per_wave%, logo Incinerate se torna maior e mais letal conforme é conjuarada por mais tempo. Cast range e número maximo de ondas aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_6_exort_half_mana_cost_Note0"				  "As mecânicas de Incinerate foram ligeiramente altearadas por questões de balanceamento. Anos atrás, o cast range de Incinerate, area de efeito e número maximo de ondas escalavam com base em Exort, e cada onda causava um dano fixo de 75."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_6_exort_half_mana_cost_cast_range"          "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_6_exort_half_mana_cost_num_waves"           "NÚMERO MÁXIMO DE ONDAS (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_7_exort_half_mana_cost"                     "Incinerate"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_7_exort_half_mana_cost_Description"         "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nEnquanto conjurada ondas explodem na area selecionada a cada %delay_between_waves% segundos. A primeira onda possui um raio de %wave_initial_radius% unidades e causa %damage_per_wave% de dano nas unidades próximas. A cada onda subsequente o raio de alcance aumenta em %wave_radius_increase_per_wave% unidades e o dano aumenta em %damage_per_wave%, logo Incinerate se torna maior e mais letal conforme é conjuarada por mais tempo. Cast range e número maximo de ondas aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_7_exort_half_mana_cost_Note0"				  "As mecânicas de Incinerate foram ligeiramente altearadas por questões de balanceamento. Anos atrás, o cast range de Incinerate, area de efeito e número maximo de ondas escalavam com base em Exort, e cada onda causava um dano fixo de 75."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_7_exort_half_mana_cost_cast_range"          "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_7_exort_half_mana_cost_num_waves"           "NÚMERO MÁXIMO DE ONDAS (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_8_exort_half_mana_cost"                     "Incinerate"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_8_exort_half_mana_cost_Description"         "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nEnquanto conjurada ondas explodem na area selecionada a cada %delay_between_waves% segundos. A primeira onda possui um raio de %wave_initial_radius% unidades e causa %damage_per_wave% de dano nas unidades próximas. A cada onda subsequente o raio de alcance aumenta em %wave_radius_increase_per_wave% unidades e o dano aumenta em %damage_per_wave%, logo Incinerate se torna maior e mais letal conforme é conjuarada por mais tempo. Cast range e número maximo de ondas aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_8_exort_half_mana_cost_Note0"				  "As mecânicas de Incinerate foram ligeiramente altearadas por questões de balanceamento. Anos atrás, o cast range de Incinerate, area de efeito e número maximo de ondas escalavam com base em Exort, e cada onda causava um dano fixo de 75."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_8_exort_half_mana_cost_cast_range"          "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_8_exort_half_mana_cost_num_waves"           "NÚMERO MÁXIMO DE ONDAS (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_1_exort_no_mana_cost"                     "Incinerate"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_1_exort_no_mana_cost_Description"         "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nEnquanto conjurada ondas explodem na area selecionada a cada %delay_between_waves% segundos. A primeira onda possui um raio de %wave_initial_radius% unidades e causa %damage_per_wave% de dano nas unidades próximas. A cada onda subsequente o raio de alcance aumenta em %wave_radius_increase_per_wave% unidades e o dano aumenta em %damage_per_wave%, logo Incinerate se torna maior e mais letal conforme é conjuarada por mais tempo. Cast range e número maximo de ondas aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_1_exort_no_mana_cost_Note0"				  "As mecânicas de Incinerate foram ligeiramente altearadas por questões de balanceamento. Anos atrás, o cast range de Incinerate, area de efeito e número maximo de ondas escalavam com base em Exort, e cada onda causava um dano fixo de 75."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_1_exort_no_mana_cost_cast_range"          "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_1_exort_no_mana_cost_num_waves"           "NÚMERO MÁXIMO DE ONDAS (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_2_exort_no_mana_cost"                     "Incinerate"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_2_exort_no_mana_cost_Description"         "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nEnquanto conjurada ondas explodem na area selecionada a cada %delay_between_waves% segundos. A primeira onda possui um raio de %wave_initial_radius% unidades e causa %damage_per_wave% de dano nas unidades próximas. A cada onda subsequente o raio de alcance aumenta em %wave_radius_increase_per_wave% unidades e o dano aumenta em %damage_per_wave%, logo Incinerate se torna maior e mais letal conforme é conjuarada por mais tempo. Cast range e número maximo de ondas aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_2_exort_no_mana_cost_Note0"				  "As mecânicas de Incinerate foram ligeiramente altearadas por questões de balanceamento. Anos atrás, o cast range de Incinerate, area de efeito e número maximo de ondas escalavam com base em Exort, e cada onda causava um dano fixo de 75."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_2_exort_no_mana_cost_cast_range"          "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_2_exort_no_mana_cost_num_waves"           "NÚMERO MÁXIMO DE ONDAS (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_3_exort_no_mana_cost"                     "Incinerate"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_3_exort_no_mana_cost_Description"         "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#FF6600\">Exort</font>.\n\nEnquanto conjurada ondas explodem na area selecionada a cada %delay_between_waves% segundos. A primeira onda possui um raio de %wave_initial_radius% unidades e causa %damage_per_wave% de dano nas unidades próximas. A cada onda subsequente o raio de alcance aumenta em %wave_radius_increase_per_wave% unidades e o dano aumenta em %damage_per_wave%, logo Incinerate se torna maior e mais letal conforme é conjuarada por mais tempo. Cast range e número maximo de ondas aumentam por level de Exort."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_3_exort_no_mana_cost_Note0"				  "As mecânicas de Incinerate foram ligeiramente altearadas por questões de balanceamento. Anos atrás, o cast range de Incinerate, area de efeito e número maximo de ondas escalavam com base em Exort, e cada onda causava um dano fixo de 75."
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_3_exort_no_mana_cost_cast_range"          "CAST RANGE (<font color=\"#FF6600\">EXORT</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_incinerate_level_3_exort_no_mana_cost_num_waves"           "NÚMERO MÁXIMO DE ONDAS (<font color=\"#FF6600\">EXORT</font>):"
